Dim1,Dim2
1.6172629832936263,-1.5250796728327363
1.2898594416941724,0.3741090366603553
-0.062635378809737,-0.8789947694764956
0.7502824842830638,-0.06856973436361462
-0.16585597611333838,-1.2199093612896224
0.07933970685583422,-0.46515032726365296
-0.06522547341413244,-0.5476757213587486
-0.06187221780587922,-0.6816674952284919
0.3976059412142783,-0.4055747783223514
-0.03219329417505519,-0.4692464021576758
-1.704929008277648,2.010496477279995
0.13416290722702978,-0.6681707699884711
0.395712321508144,-0.366060823044398
-2.0596625019157995,-3.3652511567516346
-1.145450370243478,-3.978885958003454
-2.0267372272509356,-3.128479513470501
-0.8345179700748704,-3.914393622233354
-0.7372176062284422,-3.9841526088386288
-1.0293069504294114,-3.815076723846324
-2.1047389007165016,-3.0505980680944718
-2.19679117576002,-3.095004241927482
-1.0692108532569347,-3.95650240636419
-2.0674173744344135,-3.1840978054430313
-2.1018476099494063,-3.4103320887720545
-3.5208831288828124,-2.4609652890978384
-3.469343634425247,-1.9560548219387346
-1.7234251816659012,-2.342084637049263
-1.9626669101157939,-3.054031450295517
-3.5828487758847323,-1.9877843174277305
-2.232324489461857,-4.60765262798596
-2.0019749079303124,-3.092337599673019
-2.212747832005239,-2.1764724827967483
-2.2232030127631197,-2.4854102040404653
-0.31321050590058186,-3.4512341581109474
1.345632925681314,-5.037564406500485
-2.258947423183722,-2.038283414578971
-2.355396251153183,-2.0247846006822923
-2.359929803346215,-1.8275889048012812
-2.443426322792064,-1.5797038607955916
-2.2852780663948593,-1.8873451189990917
-2.436020167915314,-1.4290009093134466
-2.2594907172618175,-2.5160002677771574
-2.29756843037777,-2.4823821891161195
-2.1046906050110232,-2.4447215960960262
-2.279532272839683,-2.060482212336091
2.33899289463506,-2.8260206519695927
-2.2056755619773445,-2.4838555239562212
-2.247743961169933,-2.4556678128975333
-2.1563415516897395,-2.3100296181858435
-2.334265462696769,-1.7550719278412452
-2.201070291052032,-2.616841022106893
-1.5579569225430416,-1.3481758677431896
-1.7075291544835876,-1.3543863868956962
2.0360691374337687,-4.371207073294069
-1.7478236888260474,-0.9759970100780754
-1.7212617560231476,-1.906678872681791
0.5000056066822909,-2.912110882766563
-1.742409898248482,-2.0123564918358334
-1.5196382437642582,-1.6306293779268184
-1.7876213857527672,-0.09746830295829977
-1.6371293620798957,-1.5790521771072115
-1.4625697110292635,-1.230227990943104
-1.6783788523152732,-1.6740082313433318
-2.6621660222043952,-0.33149908396806593
-1.623225618526285,-1.5360301992408236
-3.1740074846799264,-0.8934750128781995
-1.5577373061930848,-1.9502177024105922
-2.7368414346099654,-0.4412187244315095
-1.5603782066466965,-1.206860172982197
-1.578820563685225,-1.8773157409574857
-1.545806718800586,-1.3430726077642112
2.2764280220862187,-2.478695207539319
-1.603489637566712,-1.8564316172541764
-2.803662838055446,-1.1155937117600825
-1.5700367029008269,-1.852407263587276
-1.5993656178402538,-1.5929809391880392
-3.1272424829208147,-0.9599643240692887
-3.074488474132649,-0.8157025203691002
-1.5737787090094604,-1.4276227925601637
-1.5786264695371908,-0.9711269285090276
-1.6158501667066765,-1.8234305481712283
-2.712740404532997,-0.8383670547449549
-3.2521154711825773,-1.286403447937542
-1.4066185020661222,-0.3487588735849049
-1.35922644696325,-0.29046495682853324
-2.450995027334955,-1.7004169788168744
-2.449933087452674,1.5046754331231444
-1.38111257245056,-0.5159069510272489
0.2854464592338087,-1.9844364293684311
-1.4060992313448444,2.1409655278455726
-1.276175128001252,-0.771254923588978
-2.3019824844057655,1.7593683010966616
-2.276610168466229,2.4861200434555437
-2.1442436701164325,1.8738380066682163
-3.1141063668473814,-1.1919481515050865
-1.397730786666757,-2.230355463898317
-0.3999038048179024,-3.418829230999178
-0.5352114599155267,-3.2899334378974454
-1.21699374802039,-2.1051589383163125
-1.116004918373153,-1.7887991798247933
-1.3018503521526865,-2.1840337477854077
-3.2094760686859973,-1.3544958465551362
-1.3353142002862077,-1.926906253464786
-1.3598261578425122,-2.0171266809307813
-1.2311190223461,-2.058100799316653
-1.2684769967969414,-2.038629649234332
-1.2642684791130312,-1.9794450435545172
-1.2232779504519407,-1.519508953571026
-1.320243286673582,-2.0886925661714986
0.26307206117137444,-2.3770064452275754
2.2320106001094566,-3.9596684863699543
-1.4238630932594347,-1.8428465411711477
-0.18910644161014767,-3.141571481958526
-0.3112694395864842,-3.5517276359976235
0.034475569274861916,-2.575384047799769
-1.3393968307765454,-1.6553039201560789
-2.6289992267249276,0.09680529815038698
-1.3890586971841046,-1.6818829783058682
-1.2467814307644791,-1.3594533078847086
-1.2463399615604551,-1.9967760894401292
-0.08726731281909358,-3.4265273498282514
3.305453659751137,-4.904581009648057
1.4457433537670896,-4.779136716257067
-1.6057684768427138,-2.824677393057659
-0.3085106425810194,-2.9706931525110787
-1.2781397393141694,-1.8093684259307294
-1.5818112930127035,-2.9997136138145706
-1.3526873281254714,-2.341254995813204
-0.08257051367010386,-2.768082452416641
-1.282739431808932,-2.6042408072298313
-0.4077265572302557,-3.1196629416103394
-1.0592216042023488,-1.8682930049574624
-1.2515594205847556,-1.7895142170504683
0.4651267425692772,-2.9077887086969736
-1.2437267198244888,-1.6484247194353316
0.022566880938553555,-2.6391114460239566
-0.16493327455927734,0.9589778207324088
3.1742127982080195,-0.020274267786412718
-0.6624707616528851,2.0467469369921587
-3.4080553783124072,3.7120523377676204
0.6716368532145093,2.1595766242610748
0.13576319802512862,1.457763208977844
0.21958409955486893,1.4188156458538552
-1.8520482139263859,0.8528839549207082
-1.6543104831434787,1.735026000172167
-1.771006955256176,0.7810313765617218
-1.7788746340554245,1.4881478848200782
0.00369866684215554,1.2032334918393932
0.11030748401346785,1.3181285966924774
-0.1422083336687077,1.0275013247826457
-0.23717027900631363,0.9166487264856329
-1.2755975930194912,2.2051683217755205
-0.5644230071535297,0.3409406502216807
0.07473018966284263,1.2411750808256994
0.4367835411947051,1.7772595545318652
-0.4551252668286739,0.2740815301371852
-0.5528994131657854,-0.21046603022073704
-0.5960667220761549,-1.898140258158375
-3.9230011319469624,8.019291221570942
-1.0376040322502433,-0.45258892979103243
3.819533914781251,-3.428967000220551
-2.402201410467479,-0.47130051008663426
-0.8706594484602186,-1.2705614310229003
4.565691623191684,0.6123229784546116
-0.3248116065452798,0.4694412737484919
-0.5703669290955441,-0.17075980663925147
-0.6626184265830131,-0.3905667166964752
-0.5640973868655145,-0.04892412345977841
-0.9140167955927465,-1.2938333543941385
-0.6391244453905344,-0.5902118093995912
-3.6762309587482784,3.137195925687386
-2.0750470678478203,-0.23119809104190633
-0.7121645241906092,-0.4284185598775693
1.1253047240111882,-1.3610790237033827
1.5183292192587448,-0.8508571158730716
3.5815463576014723,-2.4887598250275036
-2.3592113819043106,0.9719831823417175
-1.0607740329761253,2.305372134735546
-0.27642755198329694,0.2992073672625053
2.2565581689154013,-0.07759108123249696
-0.30461317714052194,0.2317087155044742
-1.4247322703706555,1.6792705665391179
-1.1574347473510163,2.083217286317082
1.421759343467068,-0.9478266584914214
1.5332292789553903,-0.6922905507775
0.0993549007038801,1.0579156069271904
1.8626376717773034,-0.3301589445858744
0.13712016452984016,1.065568730690795
-0.46178426425666946,-0.14334222876566957
1.7133317896815303,-0.4041351967587499
-0.2529860362123025,0.34591911554720284
1.4577944093829946,-0.8476548645190053
-1.521889703495402,1.4685423311986185
-0.8877221602278541,-2.46126374139325
0.29214072871241126,-2.8564289379992402
-0.5703179117564503,-1.2875536221246004
-0.6861025750844442,-1.5487851141031495
-0.7268890887259868,-1.39736270169678
-0.7721641758439538,-1.8052240656006848
-0.5213874287067063,-1.8628144084752938
-0.6459741264124528,-1.413439617965876
-0.7425232392098955,-1.740035862387232
-1.7547852529767458,0.30333244985149593
2.530049575978791,-0.25104781262277964
3.4498089525745734,0.5149753037366562
-1.444105098495632,3.816986334607877
-0.8406905816163396,1.7686854469306477
-0.09968255781328825,0.6018400170862657
-0.3626426547788796,2.609341741830098
-1.7127277331556106,2.4457904732080555
0.3814761440479765,1.4661220569829687
11.590584564691719,0.9411921355057429
2.5256407586872345,0.06573626125935937
-2.5800611796826756,1.4196191682881965
-1.3829338345063178,1.6016705613032072
-4.318254910093194,1.9887436928489888
-1.5740467030025345,1.3510260916419206
-0.2739391236917588,0.05570098431135641
-0.5792509177926061,-1.7683977714763277
0.890439150719398,-2.085985255141443
0.5077137008155296,-2.228493722134186
-2.4616165157162113,0.13993721370441553
-3.0620947883584284,-0.6140868340919445
-0.4236384964531677,-0.9745063000834681
-0.5211930090108332,-1.2707609653900014
0.3807775550499168,-3.2137461209682474
0.6004427176703454,-2.6495790799853665
-0.35729646598515075,-1.536309353635304
-1.0306588452069434,-3.0206594247854546
0.4981794842224079,1.226606583936329
1.3936328228280044,2.239889536127178
0.5498438808359647,1.1027580291088899
-0.35321551738627127,2.043307473362682
0.8854046804707353,1.5935451019793074
0.2075064913082577,0.6862554867423495
0.13362325263413447,3.429357056427175
1.1496739932230082,1.8169198531676156
1.2997519963378934,2.1179428622712666
1.6641823580761934,1.702778174598434
-0.5699169671849883,1.6047551620309775
1.1336404371219186,-1.3907723087720865
-2.9256074054483627,4.181088195628619
-4.262550535050049,3.163374252054417
-0.3856802038443508,-1.2348629783929181
1.241242398933961,-1.3762763828029216
1.322853817071633,-1.2111165345841735
-0.3751149967799511,-0.7478082293375916
-0.10642321635722556,0.03745478067604053
-0.37599557956240043,-0.846928651917918
-0.159835089963941,-0.19582332597775037
-0.28813474137987133,-0.5447380551284288
0.029863824624599217,-0.07341294037758674
-0.25449157130262523,-0.37067099322229524
-1.7859569241673112,0.22149073255734175
-0.09457585889276675,-0.20332488029409096
2.9726344241067397,0.5932475676554309
1.0654337920838013,1.8202263257242521
1.2570527376112826,2.1162866987304043
3.325837529996962,1.933311764457707
0.021668102023483102,0.2486943878185189
1.3057031848967446,6.1312313911961445
-2.0385411227486108,6.015832410181251
1.5112942593695748,-0.8974894467287527
0.09126642908008208,0.3114590817822752
2.0032546792459223,-0.017224376819588057
-0.5101303067392146,-0.3071194775046995
0.20419983676891695,0.3123662062925131
-0.19633064788794863,-0.04200849304062753
0.12755636712038068,0.3422269783730182
0.4817748943110067,0.47342346450903366
1.4281399604898424,-1.4763109249033861
0.03092029693551432,0.15411292011189393
0.03759271116979442,0.2974810107074451
0.04292388213250013,0.20941831348262877
0.289411741836383,0.7946145434184406
0.3192504154691134,0.6164093980524591
-0.013631930226014896,0.1414517266531584
5.9349443103650605,-1.870110674935038
-0.2759888694925311,-0.3276825916058151
0.15822222421353888,0.16792627035697497
-1.5951336999539634,0.5642807547537574
0.0832600409020549,0.25903202689036275
0.3651971146732765,1.00157904890309
-0.33255122071280907,0.10414062194014258
-0.9747379697251293,1.2217805078200676
0.004725649455900635,0.2876247317595942
-1.876761412428256,0.44220513901212904
-1.5539312891030286,2.942269451855523
0.18086658501131983,0.502408748282853
5.1726987216686044,-2.4405289502131144
0.16490245505937384,0.353892995759035
0.3933184888331734,0.7108979872287158
-0.1841021811740741,0.17791865405511711
-0.7760462642422898,2.2103808753295153
0.27756201481923554,0.7015104511912895
-0.2550536476723293,-0.13354493264534253
0.2804543329207146,0.7599661376352499
0.4674679017192223,0.8888156994193399
0.37385639977294016,0.8637760898606728
0.36159486546558606,0.7521959135939896
-2.896058750618315,0.6393444768628131
-1.2528067085956927,1.7651956177918635
2.677547486017514,3.5689506183404687
2.476277683160905,3.2702173496433096
2.542432295961555,3.482170830284445
6.719859080454413,8.537948029740786
2.2523029031486033,3.192651628822049
4.042146885519762,2.7817738277131294
3.0587602779526075,3.535031248513087
1.8454272062753414,2.8789184034364728
2.4501791928375187,3.1828775378398535
1.6598153723812983,4.661706383496837
2.2171217725109025,3.2950626608241036
0.2971317379849633,4.9908820507411225
1.7625243350371942,4.563456812071981
0.4698665002945789,3.941830225249414
3.0197540560030616,5.369607174933049
2.233661256835099,2.623790752035044
3.1957700854035846,5.662105331419956
3.2593724066978598,4.340286714162224
4.556687207944633,3.7997731106429264
2.656194011056687,4.830631963016838
1.499066712251641,5.9585294789067005
2.3918038896789438,5.339205173238878
-0.005389598193820289,-0.02509025555989684
1.4276209098254848,-1.049659364754471
-4.083283373193264,0.6669015514955775
-2.562442554340066,1.5989365000373998
-1.5418879650951767,0.4262804350709681
1.6902694783960006,-0.5890624501088946
-0.16855487773586147,-0.15329417163994344
-1.9816485808176516,0.20635904278426012
-0.17132832548952842,-0.4690407124649783
-0.3543395685736765,-0.8237365624602668
-0.12380044579010781,-0.29213822704157677
-0.27399796520136144,-0.6815657503555111
-1.70724863960006,0.4982551663889866
-1.627283477923004,0.4531860795176471
1.9179684152816119,-0.4125830357369016
5.023119036794284,-0.5199098802556523
-0.7980692469882986,2.6333877030347352
0.902717131999358,0.7359179126522418
1.6142964448503836,-0.6454381108366167
-0.7335204398159457,1.6141250954897313
0.6011052051636566,1.0203805343586272
1.8638702039916237,-0.40989898429092897
-2.564614611627606,4.24274876399753
0.47801556831068925,0.5553954862453508
0.5977324891501359,0.7351429003882904
0.595804323060833,0.840661453591504
0.5536464499912083,0.08892588987195461
0.7976008389775606,0.7788707824302505
-1.4450355998289697,1.445827204718034
-3.1196591025619727,0.2913829954410889
0.025069442120685473,-0.2651916331367065
-0.1918797353629895,-1.1780684940877737
0.24304590155054182,0.15262432503622222
1.8579235072622962,-1.3574849624287735
0.27952770297065277,0.2252746471923595
1.2540308790552384,-1.8735627673947244
4.401786888807976,-1.9774421840957848
1.1962417598426298,-1.4466376009591642
-3.662849120898669,1.3103354204661786
-2.466322455078141,-0.026799206710450798
0.2116495470302428,-0.640828052012036
-1.2784031132162215,0.738275679878369
0.17499264922702915,-0.23872855889071243
1.0162273907596597,0.5991847335867939
0.39966611733180507,0.3100920055334391
0.4330736345811903,-0.518537999945109
2.150194220275468,-0.43149246367499905
-1.6428666322316827,1.3531476531429083
-1.8927829717159395,2.2177672416280574
4.222484368197107,4.090628701000296
1.0154749230341906,3.430105553475853
0.8700774141671974,3.936786992383116
2.184434587076441,3.2061568363889443
1.7737616852627123,2.5019018388688665
2.6839220731269378,3.3401719910715553
2.023468900708303,2.916504907161051
1.7668938488548795,2.519994188881429
2.1198887447565062,3.0328012948043197
1.8154809045157376,2.621334240595807
2.840226570551164,1.5295868846546514
1.6019091166998836,2.160071281379118
2.059264940731305,2.5656633511727938
1.1796757219133176,1.5462053815975605
7.325276577638932,1.2596952921124325
0.031776178336253444,3.101172820987592
2.2542035694909273,2.7379202586660147
0.7788209575358047,3.145770469258536
1.3052111378002047,1.7749486039484554
1.5194962183272531,2.1489167485482774
0.6128250371182437,2.983149039826173
1.1422436956640287,1.5096912720040612
2.404477694881134,1.124892682708196
1.6670235601907613,0.5921113798423261
-1.8353849183053461,1.1626810486110672
4.7392372868537,-3.225472140307944
0.4224917304910201,-0.09678984649850539
0.36389695872805894,0.23304794058916797
0.2601739212799982,-0.5417583129424809
-2.2120623603763283,0.7792875660390849
0.5128603657005266,-0.02169449719560142
1.209869526312006,-1.62793312004503
0.003496198661521041,-1.0531986021757573
0.10554963165543271,-0.37953598111532505
1.7049894276097997,-0.8478121989731661
-0.7014835932996126,5.600594047256931
0.05994745918279062,-0.6263615388888696
0.14899071984665233,-0.7156814876650746
1.4456672502396102,-1.5427112352307695
1.2838653142632677,-2.601072731404886
0.12090863511100532,-0.37778721611678684
0.356622393872941,-0.24593735800679434
0.25544431064318823,-0.20848024359605458
0.03785142075163344,-0.7714045500331802
2.100870655022417,-1.8729277520494232
1.6616593718330046,-0.9563448030516598
0.0009899277838462607,-1.4854512522580638
1.2153977301745884,-1.5487682460878152
0.24891814777096355,-0.28507599811581114
1.0031482406900258,-1.945326442166292
0.013550154071940207,-0.5692431628803812
-1.2975594242788884,0.919768175724767
0.14996516395212378,-0.9594214215876123
4.961816036447444,-2.816567879033411
3.7335116372097663,-2.1902262381977273
-1.5210064295989862,0.64207784520144
-1.2085203352687393,1.0141739985149913
0.12625678241857816,-0.20462187744676513
-1.2099481326323416,0.9516204703728032
-1.7153628078531693,1.321933720262107
0.23905640509297293,-0.4187444661252073
-2.602160362437079,1.755121255440099
-2.8204725798935932,1.3530260582951499
-3.560595383012483,1.5444518054571836
1.4005750955581127,-1.8774143496888027
0.715440124035339,0.15931407655673535
2.4357626673901223,-0.21930429563595744
2.1415704042101,0.9614420418439421
0.3263775553605155,-0.9308827829954827
0.5293605208711938,-0.202509152101712
0.7472512025965774,-0.1816674835586587
0.7282096655173662,-0.15561837360951017
-0.983926331832315,2.531067867422945
0.18859349203580453,-0.7985078386531255
0.5326748955174505,-1.2735927977423311
0.6067255659091931,-0.10470957218654804
0.4216315543853704,-1.027924038964647
0.2782246972800654,-1.0559444244862446
0.4961296781868653,-0.5217950200200567
0.6563385795853747,-0.20997112750822458
0.3504515715386869,-0.838069534811097
0.41960743464453704,-0.750668517554924
0.19352893874503596,-1.226014814168139
0.1268672051418381,-1.6041213837950967
-1.8482123880592576,2.279990979313185
1.5082311791154144,-1.8548040405487451
0.10585081585274386,-0.9932081511087724
-0.8737657042304164,2.109973108023478
2.457884499959778,0.3472072936891047
1.0138913203028448,0.7208352126498093
0.9223723066895946,0.8727210149606547
1.6425251738084499,1.387979869352185
1.244097009273278,1.1830460299561865
2.0901427101443604,0.1954426556953313
0.9396202320887648,0.4881352208597098
0.8241185559297485,0.7722179678913218
0.8666584662529376,0.33840824843450745
0.9696470869671182,0.39990241831034784
0.6955069122954225,0.3755723976082718
0.5361261998448642,6.455879686318964
1.9328002105401747,-0.6585336541106731
0.5781775557709178,-0.25022216742903747
2.1831251650616683,0.09303486324893946
0.7592921162516859,0.6465514806552657
0.7288648800606149,0.38909468244604195
1.069794436209025,1.2505041603168585
2.1372293287193806,0.2096712395412695
2.073597222667868,-0.5540921738028763
0.8763720057348338,0.9704663360593412
0.8276181822766416,1.0048625710273842
0.6912649109727294,0.4605199950019521
2.076878626390352,0.0829909606601863
-0.47666012652276496,2.6832836283394985
6.77385612196527,0.32058168838551937
3.633567473978632,1.4730171653901813
2.2770106993424015,-0.16560445991652248
1.3174212539766137,1.6364643002675636
1.3587192986274166,1.675764135366863
-0.13191011461713295,2.278465267765374
0.11684025612517197,3.1416605010090453
1.366726710208497,1.7538443158658132
0.9743526860229138,0.9016627161960532
1.1051524351148152,1.221004938277226
0.9504348591112899,3.3943508037311854
1.0931691307731322,1.0940930164793676
1.0423549179207403,1.2093107422616785
1.007025603018163,1.0852505894842226
-0.9152463383269471,4.280260372515434
1.234066678802035,1.4288934856739546
1.0931612310300496,1.322606639089553
0.6257950486634084,-0.5259064085006301
0.39395706668645664,-0.6398795723465619
0.6550248396075607,-0.4328862526422966
0.48624367967466775,-0.4798727391105541
0.6701861245993491,-0.3781259547993229
0.7042243931397073,-0.7603701326660843
